	model_id	auc	logloss	aucpr	mean_per_class_error	rmse	mse
334	DeepLearning_grid_1_AutoML_1_20231025_134033_model_36	0.6749108734402852	3.2292478961600493	0.6789369915977654	0.36876114081996436	0.5869614958809592	0.3445237976468133
335	DeepLearning_grid_1_AutoML_1_20231025_134033_model_320	0.6748551693404635	2.6291879092937736	0.666291069997557	0.38112745098039214	0.5713620255780305	0.32645456427263003
336	DeepLearning_grid_1_AutoML_1_20231025_134033_model_143	0.6746880570409982	2.211614912445565	0.6561461808369882	0.3783422459893048	0.6012978376645296	0.36155908958003896
337	DeepLearning_grid_2_AutoML_1_20231025_134033_model_8	0.6744652406417112	2.64484790888771	0.6859050390322274	0.4522058823529412	0.5723958666119683	0.3276370281144662
338	DeepLearning_grid_1_AutoML_1_20231025_134033_model_186	0.6742424242424243	1.7609484881261728	0.6411945694234397	0.38324420677361853	0.562571000789534	0.3164861309293379
339	DeepLearning_grid_1_AutoML_1_20231025_134033_model_162	0.6739639037433155	2.833386581032915	0.6664344180716905	0.34959893048128343	0.5773380094006638	0.33331917709872094
340	DeepLearning_grid_1_AutoML_1_20231025_134033_model_316	0.6732397504456328	1.6289549960120129	0.6785600239003063	0.39226827094474154	0.5519546859241574	0.30465397531363525
341	GBM_grid_1_AutoML_1_20231025_134033_model_16	0.6730726381461675	0.7537327816680268	0.6685660556249676	0.3824643493761141	0.5079351042642768	0.25799807014396176
342	DeepLearning_grid_1_AutoML_1_20231025_134033_model_120	0.6725155971479501	2.1285524646534157	0.6626119821237627	0.35505793226381466	0.5516317811869612	0.3042976220154995
343	DeepLearning_grid_1_AutoML_1_20231025_134033_model_175	0.6722927807486632	3.427059029879164	0.653922158155018	0.3987299465240642	0.555809316247513	0.3089239960275279
344	DeepLearning_grid_1_AutoML_1_20231025_134033_model_112	0.6719028520499108	2.1023763962729496	0.713885715943188	0.4061942959001783	0.5563108204190756	0.30948172891534503
345	DeepLearning_grid_2_AutoML_1_20231025_134033_model_27	0.6719028520499108	1.2370110874688554	0.6777135346555545	0.4126559714795009	0.5368540646650132	0.28821228674734617
346	DeepLearning_grid_1_AutoML_1_20231025_134033_model_20	0.6718471479500892	2.905030780636912	0.7156114854050313	0.4571078431372549	0.5691136983833432	0.32389040168756705
347	DeepLearning_grid_2_AutoML_1_20231025_134033_model_19	0.6717914438502673	2.174383368948596	0.7045321736788963	0.4139928698752228	0.5943451025600491	0.3532461009371153
348	DeepLearning_grid_1_AutoML_1_20231025_134033_model_288	0.6713458110516934	2.395797680972294	0.655503428762113	0.35973707664884136	0.5750600237768135	0.3306940309461893
349	DeepLearning_grid_3_AutoML_1_20231025_134033_model_8	0.6700089126559715	1.1526748016167374	0.6530428513087738	0.3568404634581105	0.5181902397083719	0.26852112452901994
350	DeepLearning_grid_2_AutoML_1_20231025_134033_model_39	0.669674688057041	1.5806278874564352	0.6597482669739441	0.32375222816399285	0.5419941648297064	0.29375767470945097
351	DeepLearning_grid_1_AutoML_1_20231025_134033_model_136	0.6696189839572193	2.245887279688209	0.6691587323940572	0.3762254901960784	0.5630774282978201	0.3170561902584868
352	DeepLearning_grid_3_AutoML_1_20231025_134033_model_27	0.6693961675579323	3.206320653728957	0.7007829120584712	0.4263591800356506	0.5904087309121736	0.34858246953732347
353	DeepLearning_grid_1_AutoML_1_20231025_134033_model_158	0.6685606060606061	1.85542432890543	0.6768040196318622	0.3803475935828877	0.5560245652807221	0.30916331719561596
354	DeepLearning_grid_1_AutoML_1_20231025_134033_model_42	0.6682263814616756	1.812525648554089	0.6402251400611654	0.43025846702317294	0.5507226008762103	0.3032953831158576
355	DeepLearning_grid_1_AutoML_1_20231025_134033_model_218	0.6681706773618538	2.4066431681808886	0.6492823902190792	0.39148841354723707	0.5746927914049365	0.33027180449279786
356	DeepLearning_grid_2_AutoML_1_20231025_134033_model_50	0.6662210338680926	1.0134322642404046	0.6998081027840591	0.3979500891265597	0.5415388619492024	0.29326433900123733
357	DeepLearning_grid_3_AutoML_1_20231025_134033_model_23	0.6661096256684492	1.6084381906538472	0.6649857386569813	0.4359402852049911	0.5524405896135082	0.30519060505252055
358	DeepLearning_grid_1_AutoML_1_20231025_134033_model_254	0.6658311051693405	2.80012461959219	0.6330886425005247	0.3436942959001783	0.5820479146487949	0.3387797749470108
359	DeepLearning_grid_1_AutoML_1_20231025_134033_model_273	0.665719696969697	2.819708881499637	0.65887245243672	0.3431372549019608	0.5526152537812916	0.3053836187117613
360	DeepLearning_grid_1_AutoML_1_20231025_134033_model_269	0.6652183600713012	3.2123703917678985	0.6523995319103	0.3284313725490196	0.5683227711565118	0.3229907722150168
361	DeepLearning_grid_1_AutoML_1_20231025_134033_model_2	0.6649955436720143	2.072862189317573	0.6681699587669072	0.3462566844919786	0.5620446306111434	0.3158941667988166
362	DeepLearning_grid_1_AutoML_1_20231025_134033_model_62	0.6647727272727273	1.6630066344198395	0.6582490349363033	0.428698752228164	0.5562813483381484	0.30944893850890837
363	DeepLearning_grid_1_AutoML_1_20231025_134033_model_326	0.6644942067736186	3.3554719180071113	0.6389547051284644	0.3517156862745098	0.5644675471849477	0.3186236118249912
364	DeepLearning_grid_1_AutoML_1_20231025_134033_model_274	0.6644385026737968	1.8636994505166489	0.6602178061340414	0.3498217468805704	0.5500612334404078	0.3025673605339828
365	DeepLearning_grid_1_AutoML_1_20231025_134033_model_90	0.6641042780748663	2.1470586725643845	0.6492106751457299	0.36664438502673796	0.5560343329814934	0.3091741794541743
366	DeepLearning_grid_2_AutoML_1_20231025_134033_model_31	0.6636029411764706	1.7888100959755768	0.6726093913661118	0.3609625668449198	0.5628533003661988	0.31680383773312243
